venue_name,year,format,batting_sr,batting_avg,boundary_%,bowling_econ,bowling_avg,bowling_sr,runs,balls,wickets,fours,sixes,matches,innings_count
Hagley Oval,2018,Test,49.57,32.34,46.78,2.97,32.34,65.24,2296,4632,71,252,11,2,8
Hagley Oval,2019,ODI,88.35,37.92,46.59,5.3,37.92,42.92,455,515,12,44,6,1,2
Hagley Oval,2019,T20,132.9,38.38,56.68,7.97,38.38,28.88,307,231,8,27,11,1,2
Hagley Oval,2020,Test,56.0,22.21,53.21,3.36,22.21,39.67,733,1309,33,90,5,1,4
Hagley Oval,2021,ODI,85.14,39.35,42.43,5.11,39.35,46.22,905,1063,23,87,6,2,4
Hagley Oval,2021,T20,140.0,21.0,53.97,8.4,21.0,15.0,315,225,15,26,11,1,2
Hagley Oval,2021,Test,58.68,43.92,49.56,3.52,43.92,74.85,1142,1946,26,134,5,1,3
Hagley Oval,2022,ODI,86.38,30.62,42.16,5.18,30.62,35.44,2633,3048,86,261,11,6,12
Hagley Oval,2022,T20,130.18,26.9,49.96,7.81,26.9,20.66,2394,1839,89,212,58,8,16
Hagley Oval,2022,Test,54.91,30.01,52.12,3.29,30.01,54.65,2851,5192,95,343,19,3,10
Hagley Oval,2023,ODI,79.9,25.32,29.52,4.79,25.32,31.68,962,1204,38,65,4,2,6
Hagley Oval,2023,Test,58.34,34.61,47.15,3.5,34.61,59.32,1315,2254,38,131,16,1,4
Hagley Oval,2024,T20,119.87,20.88,47.88,7.19,20.88,17.42,543,453,26,35,20,2,4
Hagley Oval,2024,Test,66.84,32.99,49.91,4.01,32.99,49.35,2276,3405,69,251,22,2,8
Hagley Oval,2025,T20,123.79,21.78,51.87,7.43,21.78,17.59,1176,950,54,103,33,5,9
Happy Valley Ground,2021,T20,110.3,18.8,46.75,6.62,18.8,17.05,1617,1466,86,90,66,7,14
Happy Valley Ground,2024,T20,125.9,20.61,43.87,7.55,20.61,16.37,2576,2046,125,122,107,9,18
Happy Valley Ground,2025,T20,123.12,18.47,48.05,7.39,18.47,15.0,591,480,32,38,22,2,4
Harare Sports Club,2003,ODI,84.11,34.54,42.43,5.05,34.54,41.07,2107,2505,61,180,29,5,10
Harare Sports Club,2004,ODI,74.22,26.05,40.1,4.45,26.05,35.09,2813,3790,108,243,26,7,14
Harare Sports Club,2005,ODI,81.44,27.26,43.91,4.89,27.26,33.47,1799,2209,66,157,27,4,8
Harare Sports Club,2005,Test,60.34,21.03,57.7,3.62,21.03,34.86,610,1011,29,79,6,1,3
Harare Sports Club,2006,ODI,70.44,33.17,37.19,4.23,33.17,47.08,398,565,12,34,2,1,2
Harare Sports Club,2007,ODI,91.05,34.36,45.13,5.46,34.36,37.74,2096,2302,61,169,45,4,8
Harare Sports Club,2008,ODI,64.5,17.19,29.78,3.87,17.19,26.64,1014,1572,59,56,13,4,8
Harare Sports Club,2010,ODI,82.29,37.65,37.52,4.94,37.65,45.75,1807,2196,48,135,23,4,8
Harare Sports Club,2010,T20,115.75,24.14,50.49,6.95,24.14,20.86,507,438,21,40,16,2,4
Harare Sports Club,2011,ODI,80.0,36.69,38.16,4.8,36.69,45.86,3192,3990,87,249,37,7,14
Harare Sports Club,2011,T20,136.77,24.06,51.06,8.21,24.06,17.59,1179,862,49,95,37,4,8
Harare Sports Club,2011,Test,52.72,34.06,46.81,3.16,34.06,64.6,1192,2261,35,129,7,1,4
Harare Sports Club,2013,ODI,82.78,34.17,42.05,4.97,34.17,41.28,2768,3344,81,234,38,6,12
Harare Sports Club,2013,T20,132.5,37.41,48.11,7.95,37.41,28.24,636,480,17,48,19,2,4
Harare Sports Club,2013,Test,46.98,27.06,46.01,2.82,27.06,57.61,4195,8929,155,439,29,4,16
Harare Sports Club,2014,ODI,86.48,31.45,42.21,5.19,31.45,36.37,3397,3928,108,255,69,7,14
Harare Sports Club,2014,Test,43.27,28.32,41.91,2.6,28.32,65.45,878,2029,31,80,8,1,4
Harare Sports Club,2015,ODI,83.0,33.76,40.94,4.98,33.76,40.68,5638,6793,167,475,68,12,24
Harare Sports Club,2015,T20,117.83,19.92,43.42,7.07,19.92,16.9,1414,1200,71,113,27,5,10
Harare Sports Club,2016,ODI,68.47,24.16,40.88,4.11,24.16,35.28,1546,2258,64,128,20,5,10
Harare Sports Club,2016,T20,119.73,23.91,52.4,7.18,23.91,19.97,813,679,34,63,29,3,6
Harare Sports Club,2016,Test,55.65,34.8,48.28,3.34,34.8,62.53,2610,4690,75,291,16,2,8
Harare Sports Club,2018,ODI,79.76,25.28,42.45,4.79,25.28,31.69,3463,4342,137,267,67,8,16
Harare Sports Club,2018,T20,138.91,27.12,53.6,8.33,27.12,19.52,2224,1601,82,166,88,7,14
Harare Sports Club,2019,ODI,70.77,20.44,37.77,4.25,20.44,28.88,879,1242,43,56,18,3,6
Harare Sports Club,2019,T20,74.17,12.71,35.96,4.45,12.71,17.14,178,240,14,16,0,1,2
Harare Sports Club,2020,Test,45.05,37.41,42.77,2.7,37.41,83.03,2207,4899,59,194,28,2,8
Harare Sports Club,2021,ODI,85.81,33.08,35.33,5.15,33.08,38.55,3374,3932,102,265,22,7,14
Harare Sports Club,2021,T20,127.45,22.36,47.16,7.65,22.36,17.54,1811,1421,81,146,45,6,12
Harare Sports Club,2021,Test,52.72,32.88,54.41,3.16,32.88,62.35,2893,5487,88,356,25,3,10
Harare Sports Club,2022,ODI,93.31,34.19,47.7,5.6,34.19,36.64,2872,3078,84,266,51,6,12
Harare Sports Club,2022,T20,137.02,26.11,50.72,8.22,26.11,19.05,966,705,37,79,29,3,6
Harare Sports Club,2023,ODI,91.01,33.13,45.59,5.46,33.13,36.4,8515,9356,257,789,121,19,36
Harare Sports Club,2023,T20,122.19,20.95,44.59,7.33,20.95,17.15,1718,1406,82,136,37,6,12
Harare Sports Club,2024,ODI,72.09,24.2,39.7,4.33,24.2,33.57,3582,4969,148,351,3,10,20
Harare Sports Club,2024,T20,120.94,24.93,50.9,7.26,24.93,20.61,3540,2927,142,341,73,13,28
Harare Sports Club,2025,ODI,92.3,43.11,42.72,5.54,43.11,46.71,2673,2896,62,242,29,5,10
Harare Sports Club,2025,T20,132.38,23.23,51.51,7.94,23.23,17.55,6411,4843,276,572,169,23,44
Harlequins,2007,ODI,61.44,20.44,30.98,3.69,20.44,33.28,368,599,18,27,1,1,2
Haslegrave Ground,2012,T20,92.53,19.14,43.71,5.55,19.14,20.68,421,455,22,40,4,2,4
Haslegrave Ground,2013,ODI,59.28,31.3,39.62,3.56,31.3,52.8,313,528,10,31,0,1,2
Haslegrave Ground,2013,T20,93.96,14.55,33.7,5.64,14.55,15.48,451,480,31,32,4,2,4
"Hazelaarweg, Rotterdam",2015,T20,116.67,18.67,38.57,7.0,18.67,16.0,280,240,15,18,6,1,2
"Hazelaarweg, Rotterdam",2018,T20,127.06,20.03,47.25,7.62,20.03,15.77,601,473,30,53,12,2,4
"Hazelaarweg, Rotterdam",2019,T20,138.49,19.43,53.24,8.31,19.43,14.03,680,491,35,59,21,2,6
"Hazelaarweg, Rotterdam",2021,ODI,69.61,21.83,32.06,4.18,21.83,31.37,655,941,30,36,11,2,4
"Hazelaarweg, Rotterdam",2022,ODI,83.8,29.62,39.22,5.03,29.62,35.34,1392,1661,47,102,23,3,6
"Hazelaarweg, Rotterdam",2024,ODI,76.48,21.76,37.56,4.59,21.76,28.45,1262,1650,58,108,7,3,6
"Hazelaarweg, Rotterdam",2025,T20,111.3,22.8,42.51,6.68,22.8,20.48,2964,2663,130,306,6,12,24
Headingley,2003,ODI,81.82,20.25,19.75,4.91,20.25,24.75,81,99,4,4,0,1,1
Headingley,2003,Test,55.92,30.58,51.02,3.36,30.58,54.68,1223,2187,40,147,6,1,4
Headingley,2004,ODI,85.52,24.54,52.66,5.13,24.54,28.69,319,373,13,39,2,1,2
Headingley,2005,ODI,78.24,34.75,36.45,4.69,34.75,44.42,417,533,12,32,4,1,2
Headingley,2006,ODI,122.86,71.67,49.3,7.37,71.67,58.33,645,525,9,69,7,1,2
Headingley,2006,Test,64.55,38.83,53.19,3.87,38.83,60.15,1553,2406,40,190,11,1,4
Headingley,2007,ODI,105.79,40.43,51.94,6.35,40.43,38.21,566,535,14,60,9,1,2
Headingley,2007,Test,70.83,34.28,44.57,4.25,34.28,48.4,857,1210,25,91,3,1,3
Headingley,2008,ODI,88.63,37.86,36.6,5.32,37.86,42.71,530,598,14,44,3,1,2
Headingley,2008,Test,52.5,35.37,50.52,3.15,35.37,67.37,1061,2021,30,128,4,1,4
Headingley,2009,Test,67.67,27.0,53.33,4.06,27.0,39.9,810,1197,30,99,6,1,3
Headingley,2010,ODI,98.66,42.07,38.71,5.92,42.07,42.64,589,597,14,51,4,1,2
Headingley,2010,Test,59.73,23.65,47.77,3.58,23.65,39.59,875,1465,37,100,3,1,4
Headingley,2011,ODI,95.48,36.6,39.71,5.73,36.6,38.33,549,575,15,47,5,1,2
Headingley,2012,Test,56.0,37.33,52.6,3.36,37.33,66.67,1232,2200,33,156,4,1,4
Headingley,2013,Test,58.44,29.57,52.37,3.51,29.57,50.6,1035,1771,35,125,7,1,4
Headingley,2014,ODI,92.4,32.18,52.29,5.54,32.18,34.82,547,592,17,52,13,1,2
Headingley,2014,Test,50.84,33.2,48.49,3.05,33.2,65.3,1328,2612,40,155,4,1,4
Headingley,2015,ODI,102.2,43.07,52.4,6.13,43.07,42.14,603,590,14,58,14,1,2
Headingley,2015,Test,64.63,37.08,59.05,3.88,37.08,57.37,1409,2180,38,181,18,1,4
Headingley,2016,ODI,84.86,35.64,42.89,5.09,35.64,42.0,499,588,14,37,11,1,2
Headingley,2016,Test,52.05,16.93,53.15,3.12,16.93,32.53,508,976,30,66,1,1,3
Headingley,2017,ODI,106.32,37.88,48.18,6.38,37.88,35.62,606,570,16,52,14,1,2
Headingley,2017,Test,58.0,45.36,55.98,3.48,45.36,78.21,1497,2581,33,202,5,1,4
Headingley,2018,ODI,88.33,38.16,43.4,5.3,38.16,43.2,954,1080,25,99,3,2,4
Headingley,2018,Test,55.78,22.37,58.72,3.35,22.37,40.1,671,1203,30,94,3,1,3
Headingley,2019,ODI,94.03,33.77,46.27,5.64,33.77,35.92,1621,1724,48,147,27,3,6
Headingley,2019,Test,50.65,21.9,49.65,3.04,21.9,43.23,854,1686,39,94,8,1,4
Headingley,2021,T20,148.54,18.68,59.72,8.91,18.68,12.58,355,239,19,32,14,1,2
Headingley,2021,Test,48.2,26.27,54.82,2.89,26.27,54.5,788,1635,30,102,4,1,3
Headingley,2022,ODI,95.78,79.5,50.31,5.75,79.5,83.0,159,166,2,20,0,1,1
Headingley,2022,Test,63.49,39.73,60.41,3.81,39.73,62.58,1311,2065,33,177,14,1,4
Headingley,2023,Test,70.77,26.43,53.99,4.25,26.43,37.35,978,1382,37,105,18,1,4
Headingley,2024,ODI,92.55,23.6,61.44,5.55,23.6,25.5,472,510,20,50,15,1,2
Headingley,2024,T20,132.5,22.71,52.83,7.95,22.71,17.14,318,240,14,39,2,1,2
Headingley,2025,ODI,98.53,20.62,61.19,5.91,20.62,20.92,268,272,13,35,4,1,2
Headingley,2025,Test,71.16,47.8,54.99,4.27,47.8,67.17,1673,2351,35,200,20,1,4
Himachal Pradesh Cricket Association Stadium,2013,ODI,77.84,34.85,52.54,4.67,34.85,44.77,453,582,13,46,9,1,2
Himachal Pradesh Cricket Association Stadium,2014,ODI,102.04,37.56,55.57,6.12,37.56,36.81,601,589,16,55,19,1,2
Himachal Pradesh Cricket Association Stadium,2015,T20,167.65,49.88,62.16,10.06,49.88,29.75,399,238,8,32,20,1,2
Himachal Pradesh Cricket Association Stadium,2016,ODI,83.12,27.43,51.56,4.99,27.43,33.0,384,462,14,36,9,1,2
Himachal Pradesh Cricket Association Stadium,2016,T20,114.96,17.64,51.13,6.9,17.64,15.35,1729,1504,98,164,38,8,15
Himachal Pradesh Cricket Association Stadium,2017,ODI,63.84,17.38,70.8,3.83,17.38,27.23,226,354,13,37,2,1,2
Himachal Pradesh Cricket Association Stadium,2017,Test,51.29,27.34,55.54,3.08,27.34,53.31,875,1706,32,102,13,1,4
Himachal Pradesh Cricket Association Stadium,2022,T20,149.32,39.0,56.41,8.96,39.0,26.12,663,444,17,65,19,2,4
Himachal Pradesh Cricket Association Stadium,2023,ODI,103.15,32.79,53.28,6.19,32.79,31.79,2361,2289,72,214,67,4,8
Himachal Pradesh Cricket Association Stadium,2024,Test,64.49,29.67,60.45,3.87,29.67,46.0,890,1380,30,106,19,1,3
Holkar Cricket Stadium,2011,ODI,114.6,45.53,58.57,6.88,45.53,39.73,683,596,15,79,14,1,2
Holkar Cricket Stadium,2015,ODI,83.99,24.84,48.73,5.04,24.84,29.58,472,562,19,44,9,1,2
Holkar Cricket Stadium,2016,Test,57.57,43.57,52.13,3.45,43.57,75.68,1220,2119,28,138,14,1,4
Holkar Cricket Stadium,2017,ODI,100.0,53.36,50.09,6.0,53.36,53.36,587,587,11,51,15,1,2
Holkar Cricket Stadium,2017,T20,192.86,30.86,72.69,11.57,30.86,16.0,432,224,14,32,31,1,2
Holkar Cricket Stadium,2019,Test,58.99,32.92,58.18,3.54,32.92,55.81,856,1451,26,102,15,1,3
Holkar Cricket Stadium,2020,T20,127.11,23.83,50.35,7.63,23.83,18.75,286,225,12,27,6,1,2
Holkar Cricket Stadium,2022,T20,175.32,31.15,69.63,10.52,31.15,17.77,405,231,13,30,27,1,2
Holkar Cricket Stadium,2023,ODI,127.31,38.12,61.57,7.64,38.12,29.94,1296,1018,34,111,59,2,4
Holkar Cricket Stadium,2023,Test,48.19,17.65,44.61,2.89,17.65,36.61,547,1135,31,49,8,1,4
Holkar Cricket Stadium,2025,ODI,92.33,30.91,52.91,5.54,30.91,33.47,2287,2477,74,283,13,5,10
Holkar Stadium,2006,ODI,97.14,44.38,48.87,5.83,44.38,45.69,577,594,13,60,7,1,2
Holkar Stadium,2008,ODI,91.07,27.89,51.7,5.46,27.89,30.63,530,582,19,49,13,1,2
Hong Kong Cricket Club,2023,T20,80.7,12.78,37.75,4.84,12.78,15.83,1367,1694,107,117,8,8,16
Hurlingham Club Ground,2023,T20,98.25,14.03,42.99,5.89,14.03,14.28,842,857,60,65,17,4,8
Hurlingham Club Ground,2024,T20,98.19,13.69,38.49,5.89,13.69,13.94,2437,2482,178,161,49,11,22
Hurstville Oval,2014,ODI,78.53,28.48,39.57,4.71,28.48,36.27,940,1197,33,90,2,2,4
I.S. Bindra Punjab Cricket Association Stadium,2003,Test,45.13,59.5,46.55,2.71,59.5,131.85,1190,2637,20,125,9,1,3
I.S. Bindra Punjab Cricket Association Stadium,2005,ODI,72.92,20.42,49.8,4.38,20.42,28.0,245,336,12,29,1,1,2
I.S. Bindra Punjab Cricket Association Stadium,2006,ODI,83.23,27.87,44.7,4.99,27.87,33.48,2313,2779,83,236,15,5,10
I.S. Bindra Punjab Cricket Association Stadium,2006,Test,51.91,31.06,47.35,3.11,31.06,59.84,963,1855,31,105,6,1,4
I.S. Bindra Punjab Cricket Association Stadium,2007,ODI,107.53,42.87,41.06,6.45,42.87,39.87,643,598,15,57,6,1,2
I.S. Bindra Punjab Cricket Association Stadium,2008,Test,54.87,37.97,46.46,3.29,37.97,69.2,2316,4221,61,242,18,2,8
I.S. Bindra Punjab Cricket Association Stadium,2009,ODI,82.64,23.8,40.34,4.96,23.8,28.8,476,576,20,42,4,1,2
I.S. Bindra Punjab Cricket Association Stadium,2009,T20,177.45,37.91,58.03,10.65,37.91,21.36,417,235,11,35,17,1,2
I.S. Bindra Punjab Cricket Association Stadium,2010,Test,54.53,31.82,48.03,3.27,31.82,58.36,1241,2276,39,140,6,1,4
I.S. Bindra Punjab Cricket Association Stadium,2011,ODI,89.9,32.79,42.88,5.39,32.79,36.48,2066,2298,63,184,25,4,8
I.S. Bindra Punjab Cricket Association Stadium,2013,ODI,94.92,41.56,51.69,5.7,41.56,43.78,1122,1182,27,118,18,2,4
I.S. Bindra Punjab Cricket Association Stadium,2013,Test,53.17,37.24,57.19,3.19,37.24,70.03,1266,2381,34,166,10,1,4
I.S. Bindra Punjab Cricket Association Stadium,2015,Test,46.02,17.35,43.52,2.76,17.35,37.7,694,1508,40,74,1,1,4
I.S. Bindra Punjab Cricket Association Stadium,2016,ODI,97.62,44.15,47.04,5.86,44.15,45.23,574,588,13,54,9,1,2
I.S. Bindra Punjab Cricket Association Stadium,2016,T20,122.23,24.36,47.66,7.33,24.36,19.93,1754,1435,72,161,32,6,12
I.S. Bindra Punjab Cricket Association Stadium,2016,Test,50.56,32.5,48.85,3.03,32.5,64.28,1040,2057,32,118,6,1,4
I.S. Bindra Punjab Cricket Association Stadium,2017,ODI,107.17,53.58,51.63,6.43,53.58,50.0,643,600,12,56,18,1,2
I.S. Bindra Punjab Cricket Association Stadium,2019,ODI,122.15,47.8,47.7,7.33,47.8,39.13,717,587,15,57,19,1,2
I.S. Bindra Punjab Cricket Association Stadium,2019,T20,128.21,37.5,49.33,7.69,37.5,29.25,300,234,8,22,10,1,2
I.S. Bindra Punjab Cricket Association Stadium,2022,T20,177.54,34.92,70.64,10.65,34.92,19.67,419,236,12,41,22,1,2
I.S. Bindra Punjab Cricket Association Stadium,2022,Test,60.68,33.07,54.64,3.64,33.07,54.5,926,1526,28,110,11,1,3
I.S. Bindra Punjab Cricket Association Stadium,2023,ODI,94.09,37.13,49.55,5.65,37.13,39.47,557,592,15,54,10,1,2
ICC Global Cricket Academy,2013,ODI,77.65,37.92,39.56,4.66,37.92,48.83,455,586,12,39,4,1,2
ICC Global Cricket Academy,2013,T20,116.35,17.99,43.43,6.98,17.99,15.46,1331,1144,74,113,21,5,10
ICC Global Cricket Academy,2015,ODI,91.35,33.8,48.92,5.48,33.8,37.0,507,555,15,50,8,1,2
ICC Global Cricket Academy,2016,T20,112.39,16.16,53.38,6.74,16.16,14.38,517,460,32,42,18,2,4
ICC Global Cricket Academy,2017,ODI,77.8,25.94,40.71,4.67,25.94,33.34,1297,1667,50,111,14,3,6
ICC Global Cricket Academy,2018,ODI,90.25,34.01,47.94,5.42,34.01,37.68,3129,3467,92,306,46,6,12
ICC Global Cricket Academy,2019,ODI,76.94,24.02,43.0,4.62,24.02,31.22,2786,3621,116,250,33,7,14
ICC Global Cricket Academy,2019,T20,122.58,19.74,48.92,7.35,19.74,16.11,5331,4349,270,433,146,20,40
ICC Global Cricket Academy,2021,T20,101.29,19.13,37.87,6.08,19.13,18.88,4246,4192,222,333,46,19,38
ICC Global Cricket Academy,2022,ODI,70.16,23.58,35.4,4.21,23.58,33.61,1627,2319,69,120,16,4,8
ICC Global Cricket Academy,2022,T20,92.05,14.67,43.18,5.52,14.67,15.93,440,478,30,46,1,2,4
ICC Global Cricket Academy,2023,T20,84.48,21.78,29.59,5.07,21.78,25.78,196,232,9,10,3,1,2
ICC Global Cricket Academy,2024,ODI,71.16,22.3,35.34,4.27,22.3,31.34,1115,1567,50,97,1,3,6
ICC Global Cricket Academy,2024,T20,123.42,21.48,49.96,7.41,21.48,17.4,4231,3428,197,323,137,15,30
ICC Global Cricket Academy,2025,ODI,83.78,29.38,43.83,5.03,29.38,35.06,470,561,16,35,11,1,2
Independence Park,2022,T20,124.29,19.5,51.7,7.46,19.5,15.69,2789,2244,143,191,113,10,20
Indian Association Ground,2019,T20,126.35,21.91,54.51,7.58,21.91,17.34,4689,3711,214,411,152,17,34
Indian Association Ground,2022,T20,124.71,21.21,43.48,7.48,21.21,17.01,2185,1752,103,101,91,8,16
Indian Association Ground,2023,T20,60.65,8.29,9.93,3.64,8.29,13.68,282,465,34,7,0,2,4
Integrated Polytechnic Regional Centre,2021,T20,110.95,16.9,51.45,6.66,16.9,15.24,3009,2712,178,270,78,14,28
Integrated Polytechnic Regional Centre,2022,T20,111.72,17.64,44.47,6.7,17.64,15.79,5204,4658,295,463,77,26,50
Iqbal Stadium,2003,ODI,81.55,33.14,41.38,4.89,33.14,40.64,464,569,14,45,2,1,2
Iqbal Stadium,2003,Test,46.83,36.44,52.95,2.81,36.44,77.82,1239,2646,34,158,4,1,4
Iqbal Stadium,2005,Test,57.36,38.29,46.12,3.44,38.29,66.74,1340,2336,35,126,19,1,4
Iqbal Stadium,2006,ODI,51.78,16.94,29.51,3.11,16.94,32.72,305,589,18,21,1,1,2
Iqbal Stadium,2006,Test,66.48,60.79,56.52,3.99,60.79,91.43,1702,2560,28,200,27,1,4
Iqbal Stadium,2007,ODI,68.21,28.5,36.09,4.09,28.5,41.79,399,585,14,27,6,1,2
Iqbal Stadium,2008,ODI,86.36,36.42,41.42,5.18,36.42,42.17,874,1012,24,80,7,2,4
Ishoj Cricket Club,2025,T20,106.73,15.55,34.94,6.4,15.55,14.57,2364,2215,152,157,33,10,20
JSCA International Stadium Complex,2013,ODI,84.76,30.19,50.16,5.09,30.19,35.62,634,748,21,63,11,2,4
JSCA International Stadium Complex,2014,ODI,96.96,38.27,51.92,5.82,38.27,39.47,574,592,15,52,15,1,2
JSCA International Stadium Complex,2016,ODI,84.63,29.47,38.32,5.08,29.47,34.82,501,592,17,42,4,1,2
JSCA International Stadium Complex,2016,T20,134.58,21.53,49.54,8.07,21.53,16.0,323,240,15,25,10,1,2
JSCA International Stadium Complex,2017,T20,115.17,18.56,53.89,6.91,18.56,16.11,167,145,9,18,3,1,2
JSCA International Stadium Complex,2017,Test,46.85,50.32,43.88,2.81,50.32,107.4,1258,2685,25,129,6,1,3
JSCA International Stadium Complex,2019,ODI,100.68,39.6,52.19,6.04,39.6,39.33,594,590,15,61,11,1,2
JSCA International Stadium Complex,2019,Test,59.77,26.4,61.36,3.59,26.4,44.17,792,1325,30,96,17,1,3
JSCA International Stadium Complex,2021,T20,137.5,34.22,53.25,8.25,34.22,24.89,308,224,9,20,14,1,2
JSCA International Stadium Complex,2022,ODI,97.39,56.0,51.07,5.84,56.0,57.5,560,575,10,52,13,1,2
JSCA International Stadium Complex,2023,T20,137.92,22.07,64.65,8.28,22.07,16.0,331,240,15,31,15,1,2
JSCA International Stadium Complex,2024,Test,51.44,28.49,44.73,3.09,28.49,55.37,997,1938,35,86,17,1,4
Jade Stadium,2003,ODI,53.19,14.47,40.55,3.19,14.47,27.2,217,408,15,22,0,1,2
Jade Stadium,2006,ODI,88.16,37.21,43.57,5.29,37.21,42.21,1042,1182,28,88,17,2,4
Jade Stadium,2007,ODI,61.84,13.88,61.26,3.71,13.88,22.44,222,359,16,28,4,1,2
Jade Stadium,2008,T20,140.0,21.0,61.31,8.4,21.0,15.0,336,240,16,29,15,1,2
Jimmy Powell Oval,2025,T20,113.18,20.54,43.42,6.79,20.54,18.15,3040,2686,148,210,80,13,26
Jinja Cricket Ground,2024,T20,107.16,14.36,46.8,6.43,14.36,13.4,359,335,25,24,12,2,4
John Davies Oval,2005,ODI,64.96,25.38,46.67,3.9,25.38,39.08,330,508,13,34,3,1,2
John Davies Oval,2022,ODI,93.63,30.92,41.71,5.62,30.92,33.03,2412,2576,78,220,21,5,10
John Davies Oval,2022,T20,111.04,19.74,44.65,6.66,19.74,17.78,533,480,27,49,7,2,4
John Davies Oval,2023,ODI,100.0,42.79,37.4,6.0,42.79,42.79,599,599,14,47,6,1,2
John Davies Oval,2023,T20,134.3,31.74,46.77,8.06,31.74,23.63,603,449,19,48,15,2,4
Johor Cricket Academy Oval,2024,T20,85.24,15.48,32.56,5.11,15.48,18.16,387,454,25,30,1,2,4
"Junction Oval, Melbourne",2019,ODI,79.05,42.18,45.26,4.74,42.18,53.36,464,587,11,48,3,1,2
"Junction Oval, Melbourne",2020,T20,110.04,19.57,51.0,6.6,19.57,17.79,2290,2081,117,247,30,9,18
"Junction Oval, Melbourne",2022,ODI,58.76,21.74,41.57,3.53,21.74,37.0,587,999,27,49,8,2,4
"Junction Oval, Melbourne",2023,ODI,72.48,15.8,49.37,4.35,15.8,21.8,316,436,20,36,2,2,3
"Junction Oval, Melbourne",2025,ODI,60.97,16.95,44.25,3.66,16.95,27.8,339,556,20,30,5,1,2
Kaizuka Cricket Ground,2022,T20,96.4,19.93,33.37,5.78,19.93,20.67,857,889,43,61,7,4,10
Karen Rolton Oval,2019,ODI,75.57,23.47,42.11,4.53,23.47,31.06,399,528,17,36,4,1,2
Keenan Stadium,2006,ODI,82.72,28.12,45.78,4.96,28.12,34.0,450,544,16,44,5,1,2
Kennington Oval,2003,ODI,93.0,39.26,52.05,5.58,39.26,42.22,903,971,23,110,5,2,4
Kennington Oval,2003,Test,62.31,47.57,61.95,3.74,47.57,76.33,1427,2290,30,206,10,1,4
Kennington Oval,2004,ODI,80.62,31.87,48.01,4.84,31.87,39.53,2741,3400,86,275,36,6,12
Kennington Oval,2004,Test,64.22,32.55,60.59,3.85,32.55,50.69,944,1470,29,134,6,1,4
Kennington Oval,2005,ODI,90.22,44.16,51.49,5.41,44.16,48.95,839,930,19,96,8,2,4
Kennington Oval,2006,ODI,102.07,32.89,44.26,6.12,32.89,32.22,592,580,18,52,9,1,2
Kennington Oval,2006,Test,63.68,40.62,54.97,3.82,40.62,63.79,975,1531,24,125,6,1,3
Kennington Oval,2007,ODI,105.85,45.21,55.29,6.35,45.21,42.71,633,598,14,71,11,1,2
Kennington Oval,2007,T20,155.77,27.52,52.22,9.35,27.52,17.67,743,477,27,67,20,2,4
Kennington Oval,2007,Test,58.86,48.69,55.33,3.53,48.69,82.72,1558,2647,32,202,9,1,4
Kennington Oval,2008,ODI,82.93,26.58,44.1,4.98,26.58,32.06,957,1154,36,92,9,2,4
Kennington Oval,2008,Test,54.75,30.18,56.14,3.28,30.18,55.12,1026,1874,34,141,2,1,4
Kennington Oval,2009,ODI,86.0,39.69,37.6,5.16,39.69,46.15,516,600,13,47,1,1,2
Kennington Oval,2009,T20,136.0,23.04,51.79,8.16,23.04,16.94,2788,2050,121,268,62,10,20
Kennington Oval,2009,Test,59.29,31.1,52.1,3.56,31.1,52.46,1213,2046,39,158,0,1,4
Kennington Oval,2010,ODI,85.2,27.46,38.71,5.11,27.46,32.23,961,1128,35,84,6,2,4
Kennington Oval,2010,Test,53.94,25.31,57.08,3.24,25.31,46.92,911,1689,36,127,2,1,4
Kennington Oval,2011,ODI,88.62,25.06,41.9,5.32,25.06,28.28,802,905,32,72,8,2,4
Kennington Oval,2011,T20,105.58,18.16,45.37,6.33,18.16,17.2,454,430,25,35,11,2,4
Kennington Oval,2011,Test,57.89,45.15,49.23,3.47,45.15,78.0,1174,2028,26,140,3,1,3
Kennington Oval,2012,ODI,81.95,36.92,41.48,4.92,36.92,45.05,1403,1712,38,123,15,3,6
Kennington Oval,2012,Test,51.07,57.36,46.28,3.06,57.36,112.32,1262,2471,22,143,2,1,3
Kennington Oval,2013,ODI,84.18,32.01,43.2,5.05,32.01,38.03,2241,2662,70,200,28,5,10
Kennington Oval,2013,T20,164.88,39.9,55.64,9.89,39.9,24.2,399,242,10,33,15,2,3
Kennington Oval,2013,Test,58.74,39.53,50.25,3.52,39.53,67.3,1186,2019,30,137,8,1,4
Kennington Oval,2014,ODI,97.51,24.44,43.99,5.85,24.44,25.06,391,401,16,34,6,1,2
Kennington Oval,2014,T20,148.75,25.5,59.94,8.93,25.5,17.14,357,240,14,40,9,1,2
Kennington Oval,2014,Test,58.62,24.27,53.02,3.52,24.27,41.4,728,1242,30,92,3,1,3
Kennington Oval,2015,ODI,132.47,54.5,60.03,7.95,54.5,41.14,763,576,14,74,27,1,2
Kennington Oval,2015,Test,55.41,30.53,54.37,3.32,30.53,55.1,916,1653,30,120,3,1,3
Kennington Oval,2016,ODI,124.54,68.22,45.6,7.47,68.22,54.78,614,493,9,58,8,1,2
Kennington Oval,2016,Test,61.61,38.83,54.59,3.7,38.83,63.03,1165,1891,30,141,12,1,4
