venue_name,venue_country,city,format,year,matches_played,matches_with_result,first_bat_wins,second_bat_wins,avg_innings1_runs,avg_innings2_runs,avg_innings3_runs,avg_innings4_runs,first_bat_win_pct,second_bat_win_pct,innings1_avg_wickets,innings1_avg_boundary_pct,innings1_avg_run_rate,innings2_avg_wickets,innings2_avg_boundary_pct,innings2_avg_run_rate,innings3_avg_wickets,innings3_avg_boundary_pct,innings3_avg_run_rate,innings4_avg_wickets,innings4_avg_boundary_pct,innings4_avg_run_rate,highest_individual_score_batter,highest_individual_score_runs,highest_individual_score_date,highest_individual_score_opponent,best_bowling_bowler,best_bowling_wickets,best_bowling_runs_conceded,best_bowling_date,best_bowling_opponent,top_run_scorer,top_run_scorer_total_runs,top_wicket_taker,top_wicket_taker_total_wickets
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,T20,2022,4,4,4,0,171.5,147.5,,,100.0,0.0,6.25,0.17,8.57,8.0,0.14,7.55,,,,,,,DA Warner,75,2022-10-07,West Indies,MA Starc,4,20,2022-10-07,West Indies,AJ Finch,78,MA Starc,6
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,T20,2024,1,1,1,0,93.0,64.0,,,100.0,0.0,4.0,0.36,13.29,9.0,0.24,9.14,,,,,,,GJ Maxwell,43,2024-11-14,Pakistan,NT Ellis,3,9,2024-11-14,Pakistan,GJ Maxwell,43,NT Ellis,3
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,Test,2003,1,0,0,0,323.0,409.0,284.0,73.0,,,10.0,0.09,4.13,10.0,0.07,3.4,3.0,0.08,4.58,2.0,0.1,4.56,SC Ganguly,144,2003-12-04,Australia,Z Khan,5,95,2003-12-04,Australia,SC Ganguly,144,Z Khan,5
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,Test,2021,1,1,0,1,147.0,425.0,297.0,20.0,0.0,100.0,10.0,0.06,2.93,10.0,0.08,4.07,10.0,0.06,2.88,1.0,0.03,3.87,TM Head,152,2021-12-08,England,PJ Cummins,5,38,2021-12-08,England,TM Head,152,PJ Cummins,7
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,Test,2022,1,1,0,1,152.0,218.0,99.0,35.0,0.0,100.0,10.0,0.06,3.14,10.0,0.1,4.32,10.0,0.06,2.63,4.0,0.04,4.47,TM Head,92,2022-12-17,South Africa,PJ Cummins,5,42,2022-12-17,South Africa,TM Head,92,K Rabada,8
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,Brisbane,Test,2024,2,1,1,0,378.0,274.5,141.0,107.5,100.0,0.0,10.0,0.06,3.34,9.5,0.08,4.38,8.5,0.08,3.8,5.0,0.04,3.88,TM Head,152,2024-12-14,India,S Joseph,7,68,2024-01-25,Australia,SPD Smith,202,JJ Bumrah,9
Buffalo Park,South Africa,East London,ODI,2005,1,1,1,0,311.0,304.0,,,100.0,0.0,7.0,0.1,6.22,8.0,0.08,6.08,,,,,,,GC Smith,115,2005-02-09,England,D Gough,3,52,2005-02-09,South Africa,GC Smith,115,D Gough,3
Buffalo Park,South Africa,East London,ODI,2006,1,1,0,1,152.0,156.0,,,0.0,100.0,10.0,0.05,3.06,4.0,0.11,5.64,,,,,,,LE Bosman,38,2006-09-18,Zimbabwe,AJ Hall,3,23,2006-09-18,Zimbabwe,CJ Chibhabha,38,AJ Hall,3
Buffalo Park,South Africa,East London,ODI,2012,1,1,0,1,236.0,237.0,,,0.0,100.0,6.0,0.07,4.72,5.0,0.06,4.87,,,,,,,LD Chandimal,92,2012-01-14,South Africa,KTGD Prasad,3,46,2012-01-14,South Africa,LD Chandimal,92,KTGD Prasad,3
Buffalo Park,South Africa,East London,ODI,2015,1,1,0,1,122.0,124.0,,,0.0,100.0,10.0,0.07,3.62,1.0,0.1,5.03,,,,,,,HM Amla,61,2015-01-21,West Indies,Imran Tahir,4,28,2015-01-21,West Indies,HM Amla,61,Imran Tahir,4
Buffalo Park,South Africa,East London,ODI,2016,3,3,3,0,227.0,191.0,,,100.0,0.0,7.67,0.1,4.57,9.33,0.06,3.97,,,,,,,SR Taylor,79,2016-02-27,South Africa,DJS Dottin,5,34,2016-02-24,South Africa,T Chetty,153,DJS Dottin,7
Buffalo Park,South Africa,East London,ODI,2017,1,1,1,0,369.0,169.0,,,100.0,0.0,7.0,0.14,7.38,10.0,0.09,4.16,,,,,,,F du Plessis,91,2017-10-22,Bangladesh,D Paterson,3,44,2017-10-22,Bangladesh,F du Plessis,91,D Paterson,3
Buffalo Park,South Africa,East London,T20,2012,1,1,0,1,165.0,169.0,,,0.0,100.0,5.0,0.19,8.68,2.0,0.18,8.9,,,,,,,MJ Guptill,101,2012-12-23,South Africa,DAJ Bracewell,3,33,2012-12-23,South Africa,MJ Guptill,101,DAJ Bracewell,3
Buffalo Park,South Africa,East London,T20,2018,2,2,1,1,151.0,135.0,,,50.0,50.0,6.5,0.13,7.55,5.5,0.14,7.39,,,,,,,M Raj,76,2018-02-16,South Africa,Imran Tahir,5,23,2018-10-09,Zimbabwe,M Raj,76,Imran Tahir,5
Buffalo Park,South Africa,East London,T20,2020,1,1,1,0,177.0,176.0,,,100.0,0.0,8.0,0.17,8.85,9.0,0.2,8.8,,,,,,,JJ Roy,70,2020-02-12,South Africa,L Ngidi,3,30,2020-02-12,England,JJ Roy,70,L Ngidi,3
"Buffalo Park, East London",South Africa,East London,ODI,2003,3,3,2,1,217.33,154.0,,,66.67,33.33,7.33,0.06,4.35,6.33,0.09,4.41,,,,,,,MS Atapattu,103,2003-03-15,Zimbabwe,JM Anderson,4,25,2003-02-16,Netherlands,MS Atapattu,103,JM Anderson,4
"Buffalo Park, East London",South Africa,East London,ODI,2023,2,2,2,0,292.5,209.0,,,100.0,0.0,5.5,0.1,5.85,10.0,0.1,5.24,,,,,,,T Bavuma,144,2023-03-18,West Indies,Nahida Akter,3,33,2023-12-16,South Africa,T Bavuma,144,AJ Hosein,3
"Buffalo Park, East London",South Africa,East London,ODI,2024,1,0,0,0,270.0,23.0,,,,,6.0,0.1,5.4,0.0,0.1,3.37,,,,,,,T Brits,116,2024-04-09,Sri Lanka,OU Ranasinghe,2,42,2024-04-09,South Africa,T Brits,116,BMSM Kumari,2
"Buffalo Park, East London",South Africa,East London,T20,2023,8,6,3,3,108.75,105.67,,,50.0,50.0,4.75,0.11,5.66,4.67,0.12,6.12,,,,,,,S Mandhana,74,2023-01-23,West Indies,CL Tryon,4,15,2023-10-08,New Zealand,HK Matthews,125,DB Sharma,9
"Buffalo Park, East London",South Africa,East London,T20,2024,2,2,0,2,148.5,149.5,,,0.0,100.0,5.5,0.17,7.42,6.0,0.17,7.77,,,,,,,AC Jayangani,73,2024-04-03,South Africa,E Marx,3,19,2024-11-24,England,L Wolvaardt,78,E Marx,4
Bulawayo Athletic Club,Zimbabwe,Bulawayo,ODI,2023,5,5,3,2,291.8,227.8,,,60.0,40.0,7.4,0.11,5.84,7.8,0.1,5.2,,,,,,,PR Stirling,162,2023-06-27,United Arab Emirates,CN Greaves,5,53,2023-06-25,Oman,RD Berrington,187,Bilal Khan,9
Bulawayo Athletic Club,Zimbabwe,Bulawayo,T20,2022,9,9,2,7,145.33,131.33,,,22.22,77.78,7.56,0.13,7.39,5.56,0.15,7.29,,,,,,,SR Taylor,101,2022-07-11,Jersey,SN Netravalkar,5,12,2022-07-12,Singapore,SR Taylor,187,NK Patel,7
"Bundaberg Rum Stadium, Cairns",Australia,Cairns,ODI,2003,2,2,0,2,126.0,127.5,,,0.0,100.0,10.0,0.04,3.17,1.5,0.12,6.02,,,,,,,DR Martyn,92,2003-08-03,Bangladesh,B Lee,4,25,2003-08-02,Bangladesh,DR Martyn,92,B Lee,4
Cambusdoon New Ground,United Kingdom,Ayr,ODI,2008,1,0,0,0,141.0,31.0,,,,,8.0,0.06,4.03,1.0,0.04,3.8,,,,,,,TM Odoyo,45,2008-08-12,Scotland,RR Watson,2,9,2008-08-12,Kenya,TM Odoyo,45,JAR Blain,2
"Cambusdoon New Ground, Ayr",United Kingdom,Ayr,ODI,2022,2,2,2,0,209.5,158.0,,,100.0,0.0,10.0,0.07,4.32,10.0,0.05,3.72,,,,,,,JN Loftie-Eaton,60,2022-07-11,Nepal,BM Scholtz,5,22,2022-07-16,Nepal,JN Loftie-Eaton,79,S Lamichhane,8
Captain Roop Singh Stadium,India,Gwalior,ODI,2007,1,1,0,1,255.0,260.0,,,0.0,100.0,6.0,0.07,5.1,4.0,0.11,5.59,,,,,,,Mohammad Yousuf,99,2007-11-15,India,Z Khan,2,40,2007-11-15,Pakistan,Mohammad Yousuf,99,Z Khan,2
Captain Roop Singh Stadium,India,Gwalior,ODI,2010,1,1,1,0,401.0,248.0,,,100.0,0.0,3.0,0.18,8.02,10.0,0.13,5.79,,,,,,,SR Tendulkar,200,2010-02-24,South Africa,S Sreesanth,3,49,2010-02-24,South Africa,SR Tendulkar,200,S Sreesanth,3
"Captain Roop Singh Stadium, Gwalior",India,Gwalior,ODI,2003,1,1,1,0,283.0,246.0,,,100.0,0.0,5.0,0.1,5.66,9.0,0.05,4.92,,,,,,,VVS Laxman,102,2003-10-26,Australia,Z Khan,3,49,2003-10-26,Australia,VVS Laxman,102,NW Bracken,3
Carisbrook,New Zealand,Dunedin,ODI,2004,1,1,0,1,259.0,264.0,,,0.0,100.0,7.0,0.09,5.18,4.0,0.09,5.39,,,,,,,HJH Marshall,74,2004-02-25,South Africa,JDP Oram,3,51,2004-02-25,South Africa,HJH Marshall,74,JDP Oram,3
Carrara Oval,Australia,Carrara,T20,2021,3,2,1,1,132.67,127.0,,,50.0,50.0,6.0,0.17,7.3,6.0,0.13,6.48,,,,,,,BL Mooney,61,2021-10-10,India,RS Gayakwad,3,21,2021-10-09,Australia,BL Mooney,95,RS Gayakwad,5
Carrara Oval,Australia,Carrara,T20,2022,1,1,0,1,145.0,146.0,,,0.0,100.0,9.0,0.12,7.25,7.0,0.13,7.36,,,,,,,AJ Finch,58,2022-10-05,West Indies,JR Hazlewood,3,35,2022-10-05,West Indies,AJ Finch,58,JR Hazlewood,3
Carrara Oval,Australia,Carrara,Test,2021,1,0,0,0,377.0,241.0,135.0,36.0,,,8.0,0.06,2.6,9.0,0.05,2.49,3.0,0.08,3.65,2.0,0.04,2.4,S Mandhana,127,2021-09-30,Australia,P Vastrakar,3,49,2021-09-30,Australia,S Mandhana,158,P Vastrakar,4
Castle Avenue,Republic of Ireland,Dublin,ODI,2019,3,3,1,2,311.33,247.67,,,33.33,66.67,6.67,0.11,6.23,5.67,0.11,6.01,,,,,,,JD Campbell,179,2019-05-05,Ireland,Abu Jayed,5,58,2019-05-15,Ireland,SD Hope,279,Abu Jayed,5
"Castle Avenue, Dublin",Republic of Ireland,Dublin,ODI,2022,3,3,1,2,186.67,125.33,,,33.33,66.67,7.67,0.06,4.11,4.0,0.06,4.23,,,,,,,L Goodall,93,2022-06-14,Ireland,S Ismail,5,8,2022-06-17,Ireland,L Goodall,143,S Ismail,11
"Castle Avenue, Dublin",Republic of Ireland,Dublin,ODI,2023,2,2,1,1,269.0,194.5,,,50.0,50.0,8.5,0.1,5.42,4.5,0.1,5.28,,,,,,,A Sutherland,109,2023-07-29,Ireland,G Dempsey,4,54,2023-07-25,Australia,A Sutherland,146,A Gardner,4
"Castle Avenue, Dublin",Republic of Ireland,Dublin,ODI,2025,3,2,2,0,346.67,172.0,,,100.0,0.0,7.0,0.14,6.93,9.0,0.13,5.38,,,,,,,KU Carty,170,2025-05-25,Ireland,BJ McCarthy,4,32,2025-05-21,West Indies,KU Carty,278,BJ McCarthy,9
"Castle Avenue, Dublin",Republic of Ireland,Dublin,T20,2021,2,2,1,1,134.5,133.5,,,50.0,50.0,6.0,0.11,6.72,6.0,0.14,6.98,,,,,,,KJ O'Brien,60,2021-08-29,Zimbabwe,SC Getkate,3,20,2021-08-29,Zimbabwe,KJ O'Brien,85,RP Burl,5
"Castle Avenue, Dublin",Republic of Ireland,Dublin,T20,2024,5,5,1,4,179.6,167.6,,,20.0,80.0,7.6,0.21,8.98,5.4,0.2,9.18,,,,,,,O Prendergast,80,2024-09-15,England,Shaheen Shah Afridi,3,14,2024-05-14,Ireland,Babar Azam,132,Shaheen Shah Afridi,7
"Cazaly's Stadium, Cairns",Australia,Cairns,ODI,2022,3,3,2,1,231.33,185.67,,,66.67,33.33,7.67,0.07,4.63,9.33,0.07,4.17,,,,,,,SPD Smith,105,2022-09-11,New Zealand,A Zampa,5,35,2022-09-08,New Zealand,SPD Smith,167,TA Boult,10
"Cazaly's Stadium, Cairns",Australia,Cairns,ODI,2025,1,1,1,0,296.0,198.0,,,100.0,0.0,8.0,0.1,5.92,10.0,0.09,4.85,,,,,,,MR Marsh,88,2025-08-19,South Africa,KA Maharaj,5,33,2025-08-19,Australia,MR Marsh,88,KA Maharaj,5
"Cazaly's Stadium, Cairns",Australia,Cairns,T20,2025,1,1,0,1,172.0,173.0,,,0.0,100.0,7.0,0.18,8.6,8.0,0.2,8.72,,,,,,,GJ Maxwell,62,2025-08-16,South Africa,C Bosch,3,26,2025-08-16,Australia,GJ Maxwell,62,C Bosch,3
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,ODI,2019,5,5,3,2,205.6,170.2,,,60.0,40.0,9.2,0.06,4.18,7.4,0.08,4.66,,,,,,,A Vala,104,2019-09-23,Namibia,K Gore,4,20,2019-09-19,Papua New Guinea,A Vala,228,N Pokana,11
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,T20,2010,2,2,1,1,100.5,87.0,,,50.0,50.0,8.5,0.06,5.31,6.5,0.07,4.98,,,,,,,NL McCullum,36,2010-05-23,Sri Lanka,KMDN Kulasekara,3,4,2010-05-23,New Zealand,DL Vettori,48,BAW Mendis,4
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,T20,2012,2,2,2,0,193.0,134.5,,,100.0,0.0,3.5,0.21,9.65,9.5,0.12,7.24,,,,,,,CH Gayle,85,2012-06-30,New Zealand,SP Narine,4,12,2012-07-01,New Zealand,CH Gayle,138,SP Narine,7
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,T20,2016,2,1,1,0,194.0,129.5,,,100.0,0.0,8.0,0.22,9.76,2.0,0.18,9.85,,,,,,,KL Rahul,110,2016-08-27,West Indies,A Mishra,3,24,2016-08-28,West Indies,J Charles,122,JJ Bumrah,4
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,T20,2018,2,2,2,0,177.5,147.0,,,100.0,0.0,5.0,0.19,8.88,8.0,0.15,7.91,,,,,,,Tamim Iqbal,74,2018-08-04,West Indies,Nazmul Islam,3,28,2018-08-04,West Indies,Tamim Iqbal,95,Mustafizur Rahman,6
Central Broward Regional Park Stadium Turf Ground,United States,Lauderhill,T20,2019,4,4,3,1,122.75,88.25,,,75.0,25.0,6.5,0.1,6.14,6.5,0.08,5.04,,,,,,,RG Sharma,67,2019-08-04,West Indies,U Iftikhar,4,19,2019-05-18,Canada,RG Sharma,91,SS Cottrell,4
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,ODI,2025,6,5,4,1,272.5,208.33,13.0,14.0,80.0,20.0,7.67,0.09,5.48,8.5,0.08,4.7,0.0,0.17,13.0,0.0,0.4,16.8,SK Patel,152,2025-05-17,Canada,Milind Kumar,5,66,2025-05-21,Oman,SK Patel,254,Milind Kumar,9
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,T20,2021,2,2,2,0,169.0,151.5,,,100.0,0.0,8.0,0.16,8.68,6.5,0.13,7.57,,,,,,,L Tucker,84,2021-12-23,United States of America,C Campher,4,25,2021-12-23,United States of America,L Tucker,141,SN Netravalkar,5
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,T20,2022,2,2,2,0,189.5,116.0,,,100.0,0.0,6.0,0.2,9.48,10.0,0.15,6.64,,,,,,,SS Iyer,64,2022-08-07,West Indies,Ravi Bishnoi,4,16,2022-08-07,West Indies,SO Hetmyer,75,Ravi Bishnoi,6
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,T20,2023,2,2,0,2,171.5,175.0,,,0.0,100.0,8.5,0.17,8.57,1.5,0.21,10.01,,,,,,,BA King,85,2023-08-13,India,R Shepherd,4,31,2023-08-13,India,BA King,103,R Shepherd,5
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,T20,2024,1,1,0,1,106.0,111.0,,,0.0,100.0,9.0,0.1,5.3,7.0,0.12,5.89,,,,,,,Babar Azam,32,2024-06-16,Ireland,Imad Wasim,3,8,2024-06-16,Ireland,Babar Azam,32,BJ McCarthy,3
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",United States,Lauderhill,T20,2025,3,3,2,1,166.67,158.33,,,66.67,33.33,6.33,0.13,8.33,7.0,0.15,7.92,,,,,,,Sahibzada Farhan,74,2025-08-03,West Indies,JO Holder,4,19,2025-08-02,Pakistan,Saim Ayub,130,Mohammad Nawaz,7
"Centre for Cricket Development Ground, Windhoek",Namibia,Windhoek,T20,2022,10,10,6,4,96.1,83.0,,,60.0,40.0,7.0,0.08,5.13,5.7,0.1,5.21,,,,,,,CS Mugeri-Tiripano,80,2022-04-20,Namibia,PE Kulume,6,11,2022-04-23,Namibia,CS Mugeri-Tiripano,172,J Mbabazi,11
Chevrolet Park,South Africa,Bloemfontein,ODI,2012,1,1,0,1,266.0,179.0,,,0.0,100.0,9.0,0.07,5.32,5.0,0.08,5.26,,,,,,,F du Plessis,72,2012-01-17,Sri Lanka,SL Malinga,2,20,2012-01-17,South Africa,F du Plessis,72,M Morkel,2
Chevrolet Park,South Africa,Bloemfontein,ODI,2013,1,1,1,0,315.0,190.0,,,100.0,0.0,4.0,0.11,6.3,10.0,0.1,5.23,,,,,,,CA Ingram,105,2013-03-10,Pakistan,RK Kleinveldt,4,22,2013-03-10,Pakistan,CA Ingram,105,RK Kleinveldt,4
Chilaw Marians Cricket Club Ground,Sri Lanka,FTZ Sports Complex,ODI,2018,1,1,0,1,253.0,257.0,,,0.0,100.0,5.0,0.09,5.06,7.0,0.11,5.16,,,,,,,M Raj,125,2018-09-16,Sri Lanka,J Goswami,2,39,2018-09-16,Sri Lanka,M Raj,125,J Goswami,2
Chilaw Marians Cricket Club Ground,Sri Lanka,FTZ Sports Complex,T20,2018,1,1,1,0,156.0,105.0,,,100.0,0.0,10.0,0.17,8.43,10.0,0.08,5.94,,,,,,,H Kaur,63,2018-09-25,Sri Lanka,Poonam Yadav,3,18,2018-09-25,Sri Lanka,H Kaur,63,HASD Siriwardene,3
"Choice Moosa Stadium, Pearland",United States,Pearland,ODI,2022,2,2,2,0,305.0,197.5,,,100.0,0.0,6.0,0.1,6.1,10.0,0.07,4.45,,,,,,,RD Berrington,107,2022-05-29,United States of America,SN Netravalkar,5,45,2022-05-28,Scotland,RD Berrington,131,SN Netravalkar,7
City Oval,South Africa,Pietermaritzburg,T20,2019,2,2,0,2,133.0,134.0,,,0.0,100.0,4.0,0.13,6.65,4.0,0.15,6.79,,,,,,,T Brits,70,2019-05-19,Pakistan,M Daniels,3,13,2019-05-19,Pakistan,T Brits,87,M Daniels,3
"City Oval, Pietermaritzburg",South Africa,Pietermaritzburg,ODI,2003,1,1,1,0,311.0,130.0,,,100.0,0.0,2.0,0.11,6.22,10.0,0.05,3.06,,,,,,,SR Tendulkar,152,2003-02-23,Namibia,Yuvraj Singh,4,6,2003-02-23,Namibia,SR Tendulkar,152,Yuvraj Singh,4
"City Oval, Pietermaritzburg",South Africa,Pietermaritzburg,ODI,2023,1,1,0,1,253.0,257.0,,,0.0,100.0,10.0,0.09,5.08,3.0,0.11,5.67,,,,,,,L Wolvaardt,124,2023-09-28,New Zealand,N Mlaba,3,41,2023-09-28,New Zealand,L Wolvaardt,124,N Mlaba,3
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2006,1,1,1,0,301.0,263.0,,,100.0,0.0,7.0,0.08,6.02,9.0,0.07,5.26,,,,,,,ME Trescothick,113,2006-06-13,Ireland,SJ Harmison,3,58,2006-06-13,Ireland,ME Trescothick,113,D Langford-Smith,3
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2007,6,5,1,4,175.5,185.2,,,20.0,80.0,6.67,0.07,4.46,5.0,0.08,4.75,,,,,,,SR Tendulkar,99,2007-06-26,South Africa,VD Philander,4,12,2007-06-24,Ireland,SR Tendulkar,204,PP Chawla,6
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2008,1,0,0,0,18.0,,,,,,2.0,0.04,2.25,,,,,,,,,,AC Botha,11,2008-08-25,Kenya,PJ Ongondo,1,7,2008-08-25,Ireland,AC Botha,11,PJ Ongondo,1
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2009,1,1,1,0,203.0,112.0,,,100.0,0.0,9.0,0.05,4.06,9.0,0.1,5.6,,,,,,,JL Denly,67,2009-08-27,Ireland,DT Johnston,4,26,2009-08-27,England,JL Denly,67,DT Johnston,4
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2010,1,1,0,1,189.0,191.0,,,0.0,100.0,9.0,0.07,4.11,4.0,0.09,5.09,,,,,,,Tamim Iqbal,74,2010-07-16,Ireland,Shafiul Islam,4,59,2010-07-16,Ireland,Tamim Iqbal,74,Shafiul Islam,4
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2012,1,0,0,0,36.0,,,,,,3.0,0.08,3.38,,,,,,,,,,PR Stirling,24,2012-06-23,Australia,B Lee,2,10,2012-06-23,Ireland,PR Stirling,24,B Lee,2
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2013,1,1,0,1,223.0,225.0,,,0.0,100.0,9.0,0.08,4.46,9.0,0.08,4.51,,,,,,,PL Mommsen,91,2013-09-06,Ireland,GH Dockrell,4,24,2013-09-06,Scotland,PL Mommsen,91,GH Dockrell,4
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2015,1,1,1,0,222.0,157.0,,,100.0,0.0,6.0,0.09,5.5,10.0,0.08,6.63,,,,,,,DA Warner,84,2015-08-27,Ireland,NM Coulter-Nile,3,13,2015-08-27,Ireland,DA Warner,84,NM Coulter-Nile,3
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,ODI,2019,2,2,1,1,216.0,214.0,,,50.0,50.0,9.5,0.09,4.45,6.5,0.09,4.68,,,,,,,JA McCollum,73,2019-07-04,Zimbabwe,TJ Murtagh,5,21,2019-07-04,Zimbabwe,JA McCollum,127,TJ Murtagh,8
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,T20,2008,3,3,0,3,91.0,94.0,,,0.0,100.0,8.33,0.05,4.72,4.33,0.06,5.18,,,,,,,CJO Smith,46,2008-08-03,Bermuda,JD Nel,3,12,2008-08-03,Bermuda,NS Poonia,63,JD Nel,4
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,T20,2012,1,1,1,0,190.0,119.0,,,100.0,0.0,5.0,0.19,9.5,8.0,0.1,6.0,,,,,,,Shakib Al Hasan,57,2012-07-18,Ireland,Elias Sunny,5,13,2012-07-18,Ireland,Shakib Al Hasan,57,Elias Sunny,5
"Civil Service Cricket Club, Stormont",United Kingdom,Belfast,T20,2015,3,3,0,3,95.0,96.0,,,0.0,100.0,9.67,0.07,5.08,5.0,0.12,6.36,,,,,,,WTS Porterfield,57,2015-07-15,Papua New Guinea,Haseeb Amjad,4,16,2015-07-15,Nepal,WTS Porterfield,75,KJ O'Brien,5
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,ODI,2021,3,2,1,1,226.33,173.0,,,50.0,50.0,8.33,0.09,4.93,6.5,0.08,4.98,,,,,,,WTS Porterfield,75,2021-09-08,Zimbabwe,B Muzarabani,4,29,2021-09-08,Ireland,WTS Porterfield,158,B Muzarabani,6
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,ODI,2024,6,6,2,4,220.0,172.5,,,33.33,66.67,8.5,0.08,5.19,7.0,0.09,5.23,,,,,,,TT Beaumont,150,2024-09-09,Ireland,KL Cross,6,30,2024-09-07,Ireland,O Prendergast,221,KL Cross,9
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,ODI,2025,2,2,1,1,233.0,186.5,,,50.0,50.0,9.5,0.07,4.69,8.0,0.07,4.33,,,,,,,O Prendergast,67,2025-07-28,Zimbabwe,L Tshuma,4,35,2025-07-28,Ireland,O Prendergast,117,L Tshuma,6
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,T20,2021,6,6,5,1,134.17,100.5,,,83.33,16.67,6.17,0.12,6.71,8.67,0.1,5.62,,,,,,,DA Miller,75,2021-07-22,Ireland,L Paul,4,16,2021-05-25,Scotland,GH Lewis,116,L Paul,9
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,T20,2022,3,3,2,1,175.33,137.67,,,66.67,33.33,6.0,0.19,8.77,8.0,0.16,7.93,,,,,,,D Cleaver,78,2022-07-20,Ireland,LH Ferguson,4,14,2022-07-18,Ireland,GD Phillips,148,J Little,8
"Civil Service Cricket Club, Stormont, Belfast",United Kingdom,Belfast,Test,2024,1,1,0,1,210.0,250.0,197.0,158.0,0.0,100.0,10.0,0.06,2.94,10.0,0.07,4.27,10.0,0.04,2.78,6.0,0.1,4.37,PJ Moor,79,2024-07-25,Zimbabwe,AR McBrine,4,38,2024-07-25,Zimbabwe,PS Masvaure,86,AR McBrine,7
"Clayton Panama, Panama City",Panama,Panama City,T20,2025,7,7,3,4,117.43,84.14,,,42.86,57.14,7.86,0.09,5.93,4.57,0.13,6.78,,,,,,,Kaushal Kumar,61,2025-04-18,Turks and Caicos Island,D Panda,4,6,2025-04-17,Costa Rica,J Daley,87,Ronitkumar Ahir,11
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2007,1,0,0,0,84.0,,,,,,4.0,0.12,4.85,,,,,,,,,,EJG Morgan,37,2007-07-14,West Indies,DBL Powell,2,29,2007-07-14,Ireland,EJG Morgan,37,DBL Powell,2
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2008,2,2,0,2,134.5,124.5,,,0.0,100.0,9.5,0.06,3.66,3.5,0.12,5.41,,,,,,,RR Watson,54,2008-07-29,Netherlands,JAR Blain,5,22,2008-07-29,Netherlands,RR Watson,104,JAR Blain,6
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2010,2,2,1,1,178.0,160.5,,,50.0,50.0,9.5,0.06,3.63,5.5,0.13,5.43,,,,,,,TD Paine,81,2010-06-17,Ireland,JR Hopes,5,14,2010-06-17,Ireland,PR Stirling,98,JR Hopes,5
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2011,3,3,3,0,259.33,168.33,,,100.0,0.0,7.0,0.09,5.44,9.33,0.08,4.42,,,,,,,EC Joyce,88,2011-09-19,Canada,JF Mooney,4,27,2011-09-19,Canada,WTS Porterfield,135,JF Mooney,7
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2013,2,1,0,1,247.5,252.5,,,0.0,100.0,7.0,0.08,5.12,6.5,0.11,5.29,,,,,,,Mohammad Hafeez,122,2013-05-23,Ireland,Abdur Rehman,4,48,2013-05-26,Ireland,EC Joyce,148,AR Cusack,4
Clontarf Cricket Club Ground,Republic of Ireland,Dublin,ODI,2017,2,2,0,2,263.5,264.5,,,0.0,100.0,8.5,0.09,5.27,5.5,0.1,5.52,,,,,,,TWM Latham,84,2017-05-24,Bangladesh,HK Bennett,3,31,2017-05-17,Bangladesh,TWM Latham,138,HK Bennett,4
